"Report.Number","Occurred.Date","Occurred.Time","Reported.Date","Reported.Time","Crime.Subcategory","Primary.Offense.Description","Precinct","Sector","Neighborhood"
201800001133,2018-01-01,2351,2018-01-02,4,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","SOUTH","O","GEORGETOWN"
201800001115,2018-01-01,2333,2018-01-01,2333,"TRESPASS","TRESPASS","NORTH","L","LAKECITY"
201800001109,2018-01-01,2329,2018-01-01,2329,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","F","PIGEON POINT"
201800001136,2018-01-01,2250,2018-01-02,12,"THEFT-BUILDING","THEFT-BUILDING","EAST","E","CAPITOL HILL"
201800001063,2018-01-01,2207,2018-01-01,2207,"DUI","DUI-LIQUOR","SOUTH","S","NEW HOLLY"
201800001248,2018-01-01,2200,2018-01-02,754,"AGGRAVATED ASSAULT","ASSLT-AGG-BODYFORCE","WEST","K","DOWNTOWN COMMERCIAL"
201800001862,2018-01-01,2200,2018-01-02,1529,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","WEST","D","QUEEN ANNE"
20180000900033,2018-01-01,2200,2018-01-02,1203,"THEFT-ALL OTHER","THEFT-OTH","SOUTH","O","GEORGETOWN"
201800001849,2018-01-01,2100,2018-01-02,1517,"CAR PROWL","THEFT-LICENSE PLATE","SOUTH","S","SOUTH BEACON HILL"
201800001147,2018-01-01,2100,2018-01-02,24,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","SOUTH","O","GEORGETOWN"
201800001006,2018-01-01,2051,2018-01-01,2051,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-WEAPON","EAST","G","MADRONA/LESCHI"
20180000991,2018-01-01,2028,2018-01-01,2028,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
20180000900053,2018-01-01,2020,2018-01-02,1738,"CAR PROWL","THEFT-CARPROWL","SOUTH","R","MOUNT BAKER"
20180000900049,2018-01-01,2000,2018-01-02,1823,"THEFT-ALL OTHER","THEFT-OTH","WEST","M","BELLTOWN"
201800001058,2018-01-01,1934,2018-01-01,2156,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-WEAPON","NORTH","L","LAKECITY"
20180000900018,2018-01-01,1930,2018-01-01,2319,"CAR PROWL","THEFT-CARPROWL","NORTH","B","BALLARD SOUTH"
2018000076526,2018-01-01,1923,2018-03-02,1923,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","J","BALLARD NORTH"
201800005798,2018-01-01,1900,2018-01-05,1506,"RAPE","RAPE-STRONGARM","NORTH","U","UNIVERSITY"
20180000916,2018-01-01,1856,2018-01-01,1856,"THEFT-BICYCLE","THEFT-BICYCLE","SOUTH","O","SODO"
20180000900022,2018-01-01,1840,2018-01-02,849,"THEFT-ALL OTHER","THEFT-OTH","WEST","Q","SLU/CASCADE"
20180000885,2018-01-01,1818,2018-01-01,1856,"TRESPASS","TRESPASS","EAST","E","CAPITOL HILL"
201800007912,2018-01-01,1800,2018-01-07,1113,"CAR PROWL","THEFT-LICENSE PLATE","EAST","G","JUDKINS PARK/NORTH BEACON HILL"
201800001286,2018-01-01,1800,2018-01-02,720,"CAR PROWL","THEFT-CARPROWL","WEST","D","EASTLAKE - WEST"
20180000900172,2018-01-01,1800,2018-01-05,1725,"THEFT-BICYCLE","THEFT-BICYCLE","WEST","Q","QUEEN ANNE"
20180000902558,2018-01-01,1745,2018-03-21,1956,"THEFT-ALL OTHER","THEFT-MAIL","SOUTH","R","MID BEACON HILL"
201800003237,2018-01-01,1740,2018-01-03,1740,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","F","SOUTH DELRIDGE"
20180000846,2018-01-01,1727,2018-01-01,1727,"THEFT-BUILDING","THEFT-BUILDING","WEST","M","DOWNTOWN COMMERCIAL"
20180000840,2018-01-01,1715,2018-01-01,1720,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
20180000823,2018-01-01,1648,2018-01-01,1648,"THEFT-ALL OTHER","THEFT-OTH","SOUTH","R","CLAREMONT/RAINIER VISTA"
20180000821,2018-01-01,1645,2018-01-01,1645,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000900092,2018-01-01,1630,2018-01-03,1557,"CAR PROWL","THEFT-CARPROWL","NORTH","B","WALLINGFORD"
20180000795,2018-01-01,1617,2018-01-01,1617,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","R","NORTH BEACON HILL"
20180000900251,2018-01-01,1600,2018-01-08,657,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","F","HIGHLAND PARK"
20180000818,2018-01-01,1545,2018-01-01,1639,"CAR PROWL","THEFT-CARPROWL","WEST","M","SLU/CASCADE"
20180000748,2018-01-01,1525,2018-01-03,1933,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000900414,2018-01-01,1525,2018-01-12,1540,"CAR PROWL","THEFT-AUTO PARTS","SOUTH","O","GEORGETOWN"
201800001918,2018-01-01,1524,2018-01-02,1907,"THEFT-BUILDING","THEFT-BUILDING","SOUTH","S","RAINIER BEACH"
20180000724,2018-01-01,1514,2018-01-01,1514,"ROBBERY-RESIDENTIAL","ROBBERY-RESIDENCE-WEAPON","NORTH","U","SANDPOINT"
20180000900015,2018-01-01,1500,2018-01-01,1631,"CAR PROWL","THEFT-CARPROWL","SOUTH","R","LAKEWOOD/SEWARD PARK"
20180000857,2018-01-01,1500,2018-01-01,1742,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
20180000654,2018-01-01,1500,2018-01-01,1746,"THEFT-BUILDING","THEFT-BUILDING","NORTH","L","NORTHGATE"
201800001434,2018-01-01,1500,2018-01-02,935,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","NORTH","U","SANDPOINT"
20180000664,2018-01-01,1419,2018-01-01,1419,"FAMILY OFFENSE-NONVIOLENT","CHILD-OTHER","WEST","M","DOWNTOWN COMMERCIAL"
20180000794,2018-01-01,1400,2018-01-01,1613,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
201800001764,2018-01-01,1400,2018-01-02,1405,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","L","LAKECITY"
20180000645,2018-01-01,1353,2018-01-01,1353,"WEAPON","WEAPON-POSSESSION","NORTH","U","ROOSEVELT/RAVENNA"
20180000625,2018-01-01,1336,2018-01-01,1336,"NARCOTIC","NARC-POSSESS-METH","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000189855,2018-01-01,1300,2018-05-26,1512,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","NORTH","L","LAKECITY"
20180000747,2018-01-01,1300,2018-01-01,1435,"THEFT-ALL OTHER","THEFT-PKPOCKET","WEST","M","DOWNTOWN COMMERCIAL"
20180000662,2018-01-01,1250,2018-01-01,1512,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000555,2018-01-01,1231,2018-01-01,1231,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-WEAPON","SOUTH","R","NORTH BEACON HILL"
20180000673,2018-01-01,1230,2018-01-01,1443,"CAR PROWL","THEFT-CARPROWL","WEST","M","SLU/CASCADE"
20180000762,2018-01-01,1230,2018-01-01,1802,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
20180000554,2018-01-01,1227,2018-01-01,1227,"TRESPASS","TRESPASS","WEST","D","SLU/CASCADE"
20180000564,2018-01-01,1220,2018-01-03,1957,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000534,2018-01-01,1217,2018-01-01,1217,"TRESPASS","TRESPASS","NORTH","B","WALLINGFORD"
20180000901023,2018-01-01,1215,2018-01-31,1225,"THEFT-BUILDING","THEFT-BUILDING","NORTH","U","SANDPOINT"
20180000447,2018-01-01,1208,2018-01-01,1658,"DUI","DUI-LIQUOR","EAST","E","CAPITOL HILL"
20180000164983,2018-01-01,1200,2018-05-09,1627,"SEX OFFENSE-OTHER","SEXOFF-INDECENT EXPOSURE","WEST","Q","MAGNOLIA"
20180000173921,2018-01-01,1200,2018-05-15,1545,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","B","WALLINGFORD"
20180000912,2018-01-01,1200,2018-01-09,1347,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
2018000034857,2018-01-01,1200,2018-01-29,812,"CAR PROWL","THEFT-AUTOACC","SOUTHWEST","W","ALASKA JUNCTION"
2018000022884,2018-01-01,1135,2018-01-19,1135,"THEFT-BUILDING","THEFT-BUILDING","EAST","E","CAPITOL HILL"
20180000900182,2018-01-01,1130,2018-01-05,1910,"THEFT-ALL OTHER","THEFT-MAIL","NORTH","N","GREENWOOD"
20180000713,2018-01-01,1130,2018-01-01,1500,"CAR PROWL","THEFT-CARPROWL","WEST","M","BELLTOWN"
20180000489,2018-01-01,1130,2018-01-01,1302,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","EAST","G","MADRONA/LESCHI"
20180000484,2018-01-01,1129,2018-01-01,1129,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","W","MORGAN"
20180000482,2018-01-01,1123,2018-01-01,1123,"TRESPASS","TRESPASS","WEST","M","DOWNTOWN COMMERCIAL"
20180000477,2018-01-01,1110,2018-01-01,1110,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000474,2018-01-01,1106,2018-01-01,1106,"TRESPASS","TRESPASS","WEST","K","DOWNTOWN COMMERCIAL"
20180000471,2018-01-01,1103,2018-01-01,1103,"FAMILY OFFENSE-NONVIOLENT","CHILD-OTHER","SOUTH","S","BRIGHTON/DUNLAP"
20180000917,2018-01-01,1045,2018-01-01,1859,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","S","RAINIER VIEW"
20180000571,2018-01-01,1040,2018-01-01,1334,"RAPE","SEXOFF-SODOMY","EAST","E","CAPITOL HILL"
20180000455,2018-01-01,1034,2018-01-01,1034,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","NORTH","B","FREMONT"
20180000449,2018-01-01,1031,2018-01-01,1114,"AGGRAVATED ASSAULT","ASSLT-AGG-POLICE-WEAPON","WEST","K","DOWNTOWN COMMERCIAL"
20180000900385,2018-01-01,1030,2018-01-11,1810,"THEFT-ALL OTHER","THEFT-PKPOCKET","WEST","M","DOWNTOWN COMMERCIAL"
201800001420,2018-01-01,1022,2018-01-02,1022,"THEFT-ALL OTHER","THEFT-OTH","WEST","K","PIONEER SQUARE"
2018000015698,2018-01-01,1000,2018-01-13,1607,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","W","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20180000590,2018-01-01,1000,2018-01-01,1305,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","L","NORTHGATE"
20180000424,2018-01-01,955,2018-01-01,955,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTHWEST","F","HIGHLAND PARK"
2018000040247,2018-01-01,900,2018-02-02,1155,"CAR PROWL","THEFT-LICENSE PLATE","UNKNOWN","","UNKNOWN"
20180000107001,2018-01-01,900,2018-03-26,1445,"FAMILY OFFENSE-NONVIOLENT","CHILD-OTHER","SOUTH","R","HILLMAN CITY"
20180000900012,2018-01-01,830,2018-01-01,1834,"THEFT-ALL OTHER","THEFT-OTH","EAST","E","CAPITOL HILL"
2018000020606,2018-01-01,800,2018-01-17,1451,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","NORTH","U","SANDPOINT"
20180000926,2018-01-01,530,2018-01-01,1906,"CAR PROWL","THEFT-CARPROWL","NORTH","B","BALLARD SOUTH"
201800007732,2018-01-01,507,2018-01-07,507,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","EAST","E","CAPITOL HILL"
20180000316,2018-01-01,449,2018-01-01,449,"DUI","DUI-LIQUOR","NORTH","B","BALLARD SOUTH"
20180000310,2018-01-01,438,2018-01-01,1010,"DUI","DUI-LIQUOR","SOUTHWEST","F","SOUTH PARK"
20180000333,2018-01-01,415,2018-01-01,530,"THEFT-BUILDING","THEFT-BUILDING","SOUTHWEST","W","ALASKA JUNCTION"
20180000900234,2018-01-01,400,2018-01-07,1559,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20180000278,2018-01-01,334,2018-01-01,334,"ROBBERY-RESIDENTIAL","ROBBERY-RESIDENCE-WEAPON","EAST","C","MADISON PARK"
20180000900016,2018-01-01,330,2018-01-01,2046,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
201800004231,2018-01-01,300,2018-01-04,1310,"RAPE","RAPE-STRONGARM","WEST","D","EASTLAKE - WEST"
20180000194,2018-01-01,257,2018-01-01,257,"DUI","DUI-LIQUOR","WEST","D","BELLTOWN"
20180000240,2018-01-01,249,2018-01-01,249,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE","SOUTH","S","BRIGHTON/DUNLAP"
20180000238,2018-01-01,247,2018-01-01,247,"AGGRAVATED ASSAULT","ASSLT-AGG-GUN","NORTH","U","UNIVERSITY"
20180000214,2018-01-01,229,2018-01-01,2210,"DUI","DUI-LIQUOR","WEST","Q","QUEEN ANNE"
20180000212,2018-01-01,226,2018-01-01,226,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","SOUTH","S","RAINIER BEACH"
20180000215,2018-01-01,225,2018-01-01,225,"AGGRAVATED ASSAULT","ASSLT-AGG-BODYFORCE","WEST","K","PIONEER SQUARE"
20180000196,2018-01-01,216,2018-01-01,414,"DUI","DUI-LIQUOR","EAST","E","CAPITOL HILL"
20180000183,2018-01-01,208,2018-01-01,208,"TRESPASS","TRESPASS","EAST","G","FIRST HILL"
20180000306,2018-01-01,200,2018-01-01,659,"RAPE","RAPE-STRONGARM","EAST","G","MADRONA/LESCHI"
20180000900019,2018-01-01,200,2018-01-02,12,"CAR PROWL","THEFT-CARPROWL","SOUTH","S","BRIGHTON/DUNLAP"
2018000046785,2018-01-01,200,2018-02-09,422,"CAR PROWL","THEFT-CARPROWL","SOUTH","S","SOUTH BEACON HILL"
20180000441,2018-01-01,200,2018-01-01,1022,"THEFT-BUILDING","THEFT-BUILDING","NORTH","U","UNIVERSITY"
20180000900009,2018-01-01,145,2018-01-01,1602,"CAR PROWL","THEFT-CARPROWL","NORTH","U","SANDPOINT"
20180000309,2018-01-01,140,2018-01-01,432,"ROBBERY-STREET","ROBBERY-STREET-WEAPON","EAST","E","CAPITOL HILL"
20180000153,2018-01-01,139,2018-01-01,139,"TRESPASS","TRESPASS","EAST","E","CAPITOL HILL"
20180000186,2018-01-01,139,2018-01-01,139,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE","EAST","E","CAPITOL HILL"
20180000197,2018-01-01,135,2018-01-01,211,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTH","R","NORTH BEACON HILL"
20180000900056,2018-01-01,130,2018-01-02,1941,"CAR PROWL","THEFT-CARPROWL","NORTH","J","GREENWOOD"
20180000129,2018-01-01,122,2018-01-01,631,"DUI","DUI-LIQUOR","SOUTHWEST","W","ALKI"
20180000124,2018-01-01,114,2018-01-01,115,"DUI","DUI-LIQUOR","WEST","D","SLU/CASCADE"
20180000117,2018-01-01,106,2018-01-01,106,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","WEST","M","DOWNTOWN COMMERCIAL"
20180000536,2018-01-01,103,2018-01-01,1216,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","WEST","Q","QUEEN ANNE"
201800001597,2018-01-01,100,2018-01-02,1739,"CAR PROWL","THEFT-CARPROWL","EAST","E","CAPITOL HILL"
20180000900030,2018-01-01,100,2018-01-02,1004,"CAR PROWL","THEFT-CARPROWL","EAST","E","CAPITOL HILL"
201800001822,2018-01-01,100,2018-01-02,1658,"THEFT-BUILDING","THEFT-BUILDING","SOUTH","R","CLAREMONT/RAINIER VISTA"
20180000897,2018-01-01,100,2018-01-01,1821,"THEFT-ALL OTHER","THEFT-OTH","NORTH","L","LAKECITY"
20180000900029,2018-01-01,100,2018-01-02,959,"THEFT-BUILDING","THEFT-BUILDING","WEST","D","BELLTOWN"
2018000026803,2018-01-01,100,2018-01-22,1626,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE","EAST","E","CAPITOL HILL"
20180000391,2018-01-01,100,2018-01-01,849,"THEFT-ALL OTHER","THEFT-PKPOCKET","WEST","D","BELLTOWN"
2018000072,2018-01-01,45,2018-01-01,45,"TRESPASS","TRESPASS","WEST","D","SLU/CASCADE"
20180000900134,2018-01-01,40,2018-01-01,1904,"THEFT-BUILDING","THEFT-BUILDING","EAST","E","CAPITOL HILL"
2018000060,2018-01-01,36,2018-01-01,36,"DUI","DUI-LIQUOR","WEST","Q","QUEEN ANNE"
2018000054,2018-01-01,31,2018-01-01,31,"DUI","DUI-LIQUOR","SOUTHWEST","W","FAUNTLEROY SW"
20180000900210,2018-01-01,30,2018-01-06,1743,"CAR PROWL","THEFT-CARPROWL","NORTH","B","BALLARD SOUTH"
20180000634,2018-01-01,30,2018-01-01,1338,"CAR PROWL","THEFT-LICENSE PLATE","SOUTHWEST","F","PIGEON POINT"
2018000023,2018-01-01,13,2018-01-01,13,"DUI","DUI-LIQUOR","NORTH","U","UNIVERSITY"
20180000448,2018-01-01,1,2018-01-01,1026,"SEX OFFENSE-OTHER","SEXOFF-OTHER","SOUTHWEST","W","ALASKA JUNCTION"
20180000423,2018-01-01,1,2018-01-01,1218,"SEX OFFENSE-OTHER","SEXOFF-OTHER","UNKNOWN","","UNKNOWN"
20180000115889,2018-01-01,1,2018-04-02,1555,"THEFT-ALL OTHER","THEFT-OTH","NORTH","B","BALLARD SOUTH"
20180000176619,2018-01-01,1,2018-05-17,1251,"THEFT-ALL OTHER","THEFT-OTH","SOUTH","O","GEORGETOWN"
20180000149888,2018-01-01,1,2018-04-28,1220,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","NORTH","L","SANDPOINT"
20180000900011,2018-01-01,1,2018-01-01,1650,"CAR PROWL","THEFT-CARPROWL","NORTH","B","WALLINGFORD"
20180000778,2018-01-01,1,2018-01-01,1757,"THEFT-ALL OTHER","THEFT-MAIL","NORTH","U","UNIVERSITY"
20180000900194,2018-01-01,0,2018-01-06,1224,"CAR PROWL","THEFT-CARPROWL","NORTH","B","WALLINGFORD"
20180000900003,2018-01-01,0,2018-01-01,1041,"THEFT-BUILDING","THEFT-BUILDING","WEST","D","BELLTOWN"
2018000079405,2018-01-01,0,2018-03-05,1021,"THEFT-ALL OTHER","THEFT-MAIL","SOUTH","S","BRIGHTON/DUNLAP"
2018000011792,2018-01-01,0,2018-01-04,1600,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","J","BALLARD NORTH"
2018000058689,2018-01-01,0,2018-02-16,1306,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-BODYFORCE","UNKNOWN","","UNKNOWN"
201800001453,2018-01-01,0,2018-01-02,1113,"CAR PROWL","THEFT-LICENSE PLATE","SOUTH","R","MID BEACON HILL"
20180000707,2018-01-01,0,2018-01-01,1500,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTHWEST","W","ALASKA JUNCTION"
201800007031,2018-01-01,0,2018-01-06,1725,"THEFT-BUILDING","THEFT-BUILDING","WEST","Q","QUEEN ANNE"
201800004423,2018-01-02,2359,2018-01-04,1436,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","B","BALLARD SOUTH"
201800002709,2018-01-02,2300,2018-01-03,1021,"CAR PROWL","THEFT-CARPROWL","WEST","Q","QUEEN ANNE"
201800002283,2018-01-02,2221,2018-01-02,2221,"TRESPASS","TRESPASS","WEST","M","DOWNTOWN COMMERCIAL"
201800002277,2018-01-02,2208,2018-01-02,2208,"TRESPASS","TRESPASS","WEST","M","DOWNTOWN COMMERCIAL"
20180000900066,2018-01-02,2200,2018-01-03,802,"CAR PROWL","THEFT-CARPROWL","NORTH","N","BITTERLAKE"
201800004051,2018-01-02,2200,2018-01-04,958,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTHWEST","W","NORTH ADMIRAL"
201800002839,2018-01-02,2200,2018-01-03,1221,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","F","HIGHLAND PARK"
201800002264,2018-01-02,2149,2018-01-02,2149,"THEFT-ALL OTHER","THEFT-OTH","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
201800002635,2018-01-02,2140,2018-01-03,941,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000900071,2018-01-02,2130,2018-01-03,1036,"CAR PROWL","THEFT-CARPROWL","NORTH","N","BITTERLAKE"
20180000900104,2018-01-02,2130,2018-01-03,1933,"CAR PROWL","THEFT-CARPROWL","NORTH","L","LAKECITY"
201800002239,2018-01-02,2116,2018-01-02,2248,"AGGRAVATED ASSAULT","ASSLT-AGG-GUN","NORTH","B","BALLARD SOUTH"
201800002244,2018-01-02,2116,2018-01-02,2116,"CAR PROWL","THEFT-CARPROWL","NORTH","N","NORTHGATE"
201800002238,2018-01-02,2116,2018-01-02,2116,"ARSON","ARSON-VEHICLE","EAST","G","CENTRAL AREA/SQUIRE PARK"
201800005393,2018-01-02,2100,2018-01-05,1314,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","L","NORTHGATE"
201800002525,2018-01-02,2100,2018-01-03,700,"MOTOR VEHICLE THEFT","VEH-THEFT-TRUCK","NORTH","N","NORTHGATE"
201800002484,2018-01-02,2100,2018-01-03,534,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","U","SANDPOINT"
201800002025,2018-01-02,2058,2018-01-02,2058,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","B","WALLINGFORD"
201800002224,2018-01-02,2056,2018-01-02,2249,"TRESPASS","TRESPASS","SOUTH","R","COLUMBIA CITY"
201800002216,2018-01-02,2048,2018-01-02,2048,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","EAST","E","FIRST HILL"
201800002200,2018-01-02,2035,2018-01-02,2035,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
201800004283,2018-01-02,2030,2018-01-04,1248,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","U","SANDPOINT"
201800002699,2018-01-02,2030,2018-01-03,1059,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","SOUTH","S","RAINIER BEACH"
201800002185,2018-01-02,2014,2018-01-02,2015,"RAPE","RAPE-STRONGARM","SOUTH","S","NEW HOLLY"
201800002180,2018-01-02,2013,2018-01-02,2224,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","WEST","D","SLU/CASCADE"
201800002172,2018-01-02,2001,2018-01-02,2120,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","EAST","E","CAPITOL HILL"
201800002500,2018-01-02,2000,2018-01-03,615,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTHWEST","F","HIGHLAND PARK"
201800004070,2018-01-02,2000,2018-01-04,1321,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","EAST","E","CAPITOL HILL"
201800002160,2018-01-02,1950,2018-01-02,1950,"TRESPASS","TRESPASS","NORTH","J","GREENWOOD"
201800002146,2018-01-02,1935,2018-01-02,1935,"THEFT-BUILDING","THEFT-BUILDING","NORTH","U","UNIVERSITY"
20180000900126,2018-01-02,1930,2018-01-04,1209,"THEFT-BUILDING","THEFT-BUILDING","NORTH","B","BALLARD SOUTH"
201800002136,2018-01-02,1925,2018-01-02,1925,"CAR PROWL","THEFT-CARPROWL","WEST","D","BELLTOWN"
201800002116,2018-01-02,1910,2018-01-02,1917,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000900102,2018-01-02,1910,2018-01-03,1914,"THEFT-ALL OTHER","THEFT-MAIL","NORTH","L","NORTHGATE"
20180000116091,2018-01-02,1909,2018-04-02,2128,"TRESPASS","TRESPASS","SOUTH","R","NORTH BEACON HILL"
20180000900068,2018-01-02,1900,2018-01-03,842,"CAR PROWL","THEFT-CARPROWL","NORTH","N","BITTERLAKE"
201800002092,2018-01-02,1848,2018-01-02,1848,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","J","GREENWOOD"
201800002220,2018-01-02,1845,2018-01-02,2118,"CAR PROWL","THEFT-CARPROWL","WEST","D","SLU/CASCADE"
201800002247,2018-01-02,1830,2018-01-03,14,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","NORTH ADMIRAL"
201800002069,2018-01-02,1822,2018-01-02,1822,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTH","R","NORTH BEACON HILL"
201800002065,2018-01-02,1812,2018-01-02,1913,"THEFT-BUILDING","THEFT-BUILDING","NORTH","U","UNIVERSITY"
201800002042,2018-01-02,1802,2018-01-02,1802,"TRESPASS","TRESPASS","WEST","M","SLU/CASCADE"
201800002158,2018-01-02,1800,2018-01-02,2039,"CAR PROWL","THEFT-CARPROWL","SOUTH","S","BRIGHTON/DUNLAP"
201800006097,2018-01-02,1800,2018-01-05,1915,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","EAST","E","FIRST HILL"
201800002103,2018-01-02,1753,2018-01-02,1900,"THEFT-ALL OTHER","THEFT-MAIL","NORTH","J","GREENWOOD"
201800002026,2018-01-02,1749,2018-01-02,1750,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","B","BALLARD SOUTH"
201800002013,2018-01-02,1737,2018-01-02,1737,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","WEST","D","SLU/CASCADE"
201800002505,2018-01-02,1730,2018-01-03,626,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTHWEST","W","NORTH ADMIRAL"
20180000901024,2018-01-02,1730,2018-01-31,1242,"CAR PROWL","THEFT-CARPROWL","SOUTH","S","NEW HOLLY"
201800002079,2018-01-02,1730,2018-01-02,1821,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","J","ROOSEVELT/RAVENNA"
20180000900058,2018-01-02,1710,2018-01-02,2028,"CAR PROWL","THEFT-CARPROWL","NORTH","B","WALLINGFORD"
201800001978,2018-01-02,1704,2018-01-02,1704,"FAMILY OFFENSE-NONVIOLENT","CHILD-OTHER","WEST","K","DOWNTOWN COMMERCIAL"
20180000900191,2018-01-02,1700,2018-01-06,1022,"THEFT-ALL OTHER","THEFT-PKPOCKET","WEST","M","DOWNTOWN COMMERCIAL"
201800003804,2018-01-02,1700,2018-01-04,605,"MOTOR VEHICLE THEFT","VEH-THEFT-TRUCK","SOUTHWEST","W","NORTH DELRIDGE"
